instruction,input,output
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate the benchmark for A2L Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate the benchmark for A2L Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about the benchmark for A2L Duration in multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about the benchmark for A2L Duration in multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of the benchmark for A2L Durationin multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of the benchmark for A2L Durationin multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Applied to Leased Duration in multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Applied to Leased Duration in multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Applied to Leased Duration in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Applied to Leased Duration in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Applied to Leased Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Applied to Leased Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Applied to Leased Duration in this industry with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Applied to Leased Duration in this industry with a concrete case?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Applied to Leased Duration is derived in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Applied to Leased Duration is derived in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for A2L Duration in multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for A2L Duration in multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for A2L Duration in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for A2L Duration in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for A2L Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for A2L Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for A2L Duration in this industry with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for A2L Duration in this industry with a concrete case?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for A2L Duration is derived in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for A2L Duration is derived in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do you define the benchmark for Applied to Leased Duration ?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do you define the benchmark for Applied to Leased Duration ?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What does the benchmark for Applied to Leased Duration represent for my organization?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What does the benchmark for Applied to Leased Duration represent for my organization?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Describe what the benchmark for Applied to Leased Duration is', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Describe what the benchmark for Applied to Leased Duration is', 'pivotCategoryRequested': 'conversionVelocity'}"
