instruction,input,output,metric,hierarchy,metadata_column_name
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Duration at multifamily level?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for Toured to Applied Duration in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for Toured to Applied Duration be exemplified in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for Toured to Applied Duration in multifamily industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for Toured to Applied Duration important in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for Toured to Applied Duration applied in this industry from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Toured to Applied Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Toured to Applied Duration in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Toured to Applied Duration in multifamily.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Toured to Applied Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Toured to Applied Duration in multifamily', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Toured to Applied Duration in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied Duration is derived in the multifamily industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the Toured to Applied Duration for my portfolio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Toured to Applied Duration for my community.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Duration for my organization?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for Toured to Applied Duration be exemplified for my company?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Lede.Example
